location,total_sqft,bath,price,BHK,price_per_sqft
Akshaya Nagar,1070.0,2.0,54.0,2.0,5046.728971962617
2nd Stage Nagarbhavi,1500.0,4.0,220.0,4.0,14666.666666666666
Vidyaranyapura,1440.0,2.0,95.0,2.0,6597.222222222223
Amruthahalli,900.0,2.0,40.0,2.0,4444.444444444444
other,1200.0,4.0,230.0,4.0,19166.666666666668
Whitefield,1130.0,2.0,42.16,2.0,3730.973451327434
Koramangala,1320.0,2.0,165.0,2.0,12500.0
other,1200.0,2.0,62.0,2.0,5166.666666666667
other,4800.0,4.0,235.0,4.0,4895.833333333333
other,1200.0,2.0,74.0,2.0,6166.666666666667
Subramanyapura,929.0,2.0,50.17,2.0,5400.4305705059205
other,1150.0,4.0,260.0,4.0,22608.695652173912
Basavangudi,1125.0,4.0,180.0,4.0,16000.0
Kenchenahalli,500.0,3.0,65.0,5.0,13000.0
other,1200.0,5.0,190.0,5.0,15833.333333333334
other,1464.0,3.0,56.0,3.0,3825.136612021858
7th Phase JP Nagar,3600.0,4.0,400.0,4.0,11111.111111111111
other,2000.0,4.0,99.0,4.0,4950.0
Chikkalasandra,1208.0,2.0,49.0,2.0,4056.291390728477
Hebbal Kempapura,1130.0,2.0,60.0,2.0,5309.734513274337
other,1753.0,3.0,120.0,3.0,6845.407872219053
Old Madras Road,4500.0,7.0,337.0,5.0,7488.888888888889
Banjara Layout,600.0,3.0,58.0,3.0,9666.666666666666
Hoodi,1196.0,2.0,94.42,2.0,7894.648829431439
5th Phase JP Nagar,1150.0,3.0,52.5,2.0,4565.217391304348
Electronic City,1128.0,2.0,63.0,2.0,5585.106382978724
other,1000.0,2.0,53.0,2.0,5300.0
Yelahanka,1035.0,2.0,45.0,2.0,4347.826086956522
Kereguddadahalli,950.0,2.0,32.0,2.0,3368.4210526315787
Bisuvanahalli,1075.0,2.0,36.0,3.0,3348.8372093023254
Whitefield,1040.0,2.0,48.5,2.0,4663.461538461538
other,720.0,2.0,45.0,2.0,6250.0
Lingadheeranahalli,1511.0,3.0,95.0,3.0,6287.22700198544
other,1300.0,3.0,58.0,3.0,4461.538461538462
Hoodi,1545.0,3.0,68.75,3.0,4449.838187702266
Shampura,375.0,2.0,26.0,1.0,6933.333333333333
Vidyaranyapura,1062.0,2.0,38.0,2.0,3578.154425612053
other,1115.0,2.0,40.0,2.0,3587.4439461883408
JP Nagar,1000.0,2.0,35.0,2.0,3500.0
Sarjapur  Road,1195.0,2.0,70.0,2.0,5857.740585774059
other,1200.0,3.0,165.0,4.0,13750.0
other,700.0,1.0,41.0,1.0,5857.142857142857
Vittasandra,1246.0,2.0,67.0,2.0,5377.2070626003215
8th Phase JP Nagar,660.0,4.0,90.0,4.0,13636.363636363636
,,,,,
other,1600.0,4.0,80.0,4.0,5000.0
Haralur Road,2805.0,5.0,154.0,4.0,5490.196078431372
Begur Road,1584.0,3.0,65.0,3.0,4103.535353535353
Sector 7 HSR Layout,3000.0,5.0,275.0,4.0,9166.666666666666
Hosur Road,1175.0,2.0,48.0,3.0,4085.1063829787236
other,1595.0,3.0,115.0,3.0,7210.031347962383
other,1353.0,2.0,110.0,2.0,8130.081300813008
Electronic City,1599.0,3.0,125.0,3.0,7817.385866166354
Jakkur,5230.0,6.0,465.0,4.0,8891.013384321224
KR Puram,1155.0,2.0,42.74,2.0,3700.4329004329006
other,1200.0,2.0,85.0,1.0,7083.333333333333
Electronic City Phase II,1000.0,2.0,25.0,2.0,2500.0
Thanisandra,3000.0,4.0,120.0,4.0,4000.0
Rajiv Nagar,1867.0,3.0,160.0,3.0,8569.89823245849
Ramagondanahalli,1251.0,2.0,47.0,2.0,3756.994404476419
other,1028.0,2.0,45.5,2.0,4426.070038910506
Arekere,1222.0,2.0,45.0,2.0,3682.4877250409168
Hebbal,2400.0,4.0,245.0,3.0,10208.333333333334
other,1385.0,2.0,48.48,3.0,3500.361010830325
HSR Layout,1372.0,2.0,68.0,2.0,4956.268221574344
Magadi Road,1282.0,2.0,49.0,3.0,3822.1528861154447
Mico Layout,5000.0,9.0,210.0,9.0,4200.0
other,3000.0,3.0,528.0,5.0,17600.0
Kanakpura Road,1135.0,2.0,39.73,2.0,3500.440528634361
Whitefield,1768.0,3.0,101.0,3.0,5712.669683257918
other,1325.0,2.0,90.0,3.0,6792.452830188679
Electronic City,1599.0,3.0,99.0,3.0,6191.369606003753
Whitefield,1500.0,3.0,61.95,3.0,4130.0
other,2610.0,3.0,499.0,3.0,19118.773946360154
Uttarahalli,1286.0,2.0,63.0,2.0,4898.9113530326595
Kammanahalli,2845.0,5.0,140.0,5.0,4920.91388400703
other,1600.0,2.0,50.0,3.0,3125.0
,,,,,
Hebbal,3450.0,5.0,260.0,3.0,7536.231884057971
Munnekollal,1102.0,2.0,53.67,2.0,4870.235934664247
Yelahanka,1350.0,2.0,54.0,2.0,4000.0
Banashankari,1200.0,2.0,42.0,3.0,3500.0
Hosa Road,1300.0,6.0,145.0,6.0,11153.846153846154
other,1800.0,1.0,80.0,2.0,4444.444444444444
Chikkabanavar,950.0,2.0,40.0,2.0,4210.526315789473
Kanakpura Road,525.0,1.0,27.25,1.0,5190.476190476191
Attibele,656.0,2.0,25.0,2.0,3810.9756097560976
Marathahalli,1780.0,4.0,175.0,4.0,9831.460674157302
other,1056.0,2.0,80.0,2.0,7575.757575757576
Bannerghatta Road,595.0,1.0,33.32,1.0,5600.0
other,1080.0,2.0,50.0,2.0,4629.62962962963
7th Phase JP Nagar,2225.0,3.0,160.0,3.0,7191.011235955056
Bommasandra,1126.0,2.0,28.15,2.0,2500.0
Electronics City Phase 1,1490.0,3.0,84.0,3.0,5637.583892617449
HRBR Layout,2000.0,4.0,300.0,4.0,15000.0
Sarjapur  Road,1550.0,3.0,100.0,3.0,6451.612903225807
,,,,,
other,1160.0,2.0,55.0,2.0,4741.379310344828
Whitefield,4144.0,4.0,315.0,4.0,7601.351351351352
Sarjapur  Road,2100.0,3.0,125.0,3.0,5952.380952380952
Vittasandra,1404.0,2.0,69.3,2.0,4935.897435897436
Sarjapur  Road,2230.0,4.0,225.0,4.0,10089.686098654709
other,1544.0,3.0,120.0,3.0,7772.020725388601
Banashankari Stage III,1305.0,2.0,58.7,3.0,4498.08429118774
Marathahalli,1230.0,2.0,80.0,2.0,6504.065040650406
other,1200.0,2.0,65.0,2.0,5416.666666666667
Harlur,1460.0,3.0,73.0,3.0,5000.0
,,,,,
Gottigere,967.0,2.0,45.0,2.0,4653.567735263702
other,540.0,1.0,36.0,1.0,6666.666666666667
Hormavu,715.0,1.0,46.0,1.0,6433.566433566433
Whitefield,2500.0,3.0,313.0,3.0,12520.0
other,1578.0,3.0,180.0,3.0,11406.84410646388
Mysore Road,1020.0,2.0,48.95,2.0,4799.019607843137
Jigani,1020.0,2.0,40.0,2.0,3921.5686274509803
Koramangala,1253.0,2.0,102.0,2.0,8140.462889066241
other,1180.0,2.0,42.0,2.0,3559.322033898305
Nehru Nagar,961.0,2.0,38.0,2.0,3954.2143600416234
Kanakapura,1419.0,3.0,75.0,3.0,5285.412262156448
Harlur,1709.0,3.0,150.0,3.0,8777.062609713283
other,1600.0,2.0,115.0,2.0,7187.5
other,416.0,1.0,18.5,1.0,4447.115384615385
Sanjay nagar,1100.0,2.0,98.0,2.0,8909.09090909091
HSR Layout,1430.0,2.0,65.0,3.0,4545.454545454545
other,1260.0,2.0,45.0,2.0,3571.4285714285716
other,1630.0,3.0,85.0,3.0,5214.7239263803685
Sarjapur  Road,1249.0,3.0,44.71,3.0,3579.663730984788
Kalena Agrahara,1450.0,2.0,85.0,3.0,5862.068965517241
Konanakunte,2791.0,3.0,223.0,3.0,7989.967753493372
other,600.0,1.0,90.0,1.0,15000.0
other,834.0,1.0,60.0,1.0,7194.244604316546
other,1125.0,4.0,70.0,3.0,6222.222222222223
Arekere,2060.0,3.0,140.0,3.0,6796.116504854369
Malleshwaram,12000.0,7.0,2200.0,7.0,18333.333333333332
Gottigere,891.0,2.0,25.0,2.0,2805.8361391694725
Raja Rajeshwari Nagar,1133.0,2.0,49.07,2.0,4330.979699911739
Bisuvanahalli,1075.0,2.0,37.0,3.0,3441.860465116279
other,3000.0,5.0,260.0,4.0,8666.666666666666
Brookefield,2440.0,5.0,425.0,4.0,17418.032786885247
Vidyaranyapura,1200.0,2.0,55.0,2.0,4583.333333333333
Thanisandra,1075.0,2.0,45.8,2.0,4260.46511627907
Kaggadasapura,1140.0,2.0,40.0,2.0,3508.7719298245615
Margondanahalli,940.0,4.0,150.0,5.0,15957.446808510638
other,2160.0,5.0,250.0,6.0,11574.074074074075
Raja Rajeshwari Nagar,1090.0,2.0,42.0,2.0,3853.211009174312
R.T. Nagar,1500.0,4.0,70.0,4.0,4666.666666666667
Whitefield,4104.0,4.0,360.0,4.0,8771.929824561403
Hebbal,1920.0,3.0,134.0,3.0,6979.166666666667
HRBR Layout,1374.0,2.0,95.0,2.0,6914.1193595342065
Bannerghatta Road,1445.0,3.0,95.0,3.0,6574.39446366782
Kanakapura,711.0,1.0,36.0,1.0,5063.291139240507
Tumkur Road,1500.0,3.0,95.0,3.0,6333.333333333333
Whitefield,1720.0,3.0,100.0,3.0,5813.953488372093
Vasanthapura,1400.0,3.0,60.0,3.0,4285.714285714285
Kundalahalli,1030.0,2.0,49.0,2.0,4757.281553398058
Mysore Road,1200.0,2.0,85.0,2.0,7083.333333333333
other,1375.0,3.0,70.0,3.0,5090.909090909091
Hegde Nagar,1050.0,1.0,56.0,2.0,5333.333333333333
Jalahalli,2250.0,3.0,160.0,3.0,7111.111111111111
Bellandur,1000.0,2.0,50.0,2.0,5000.0
other,469.0,1.0,25.0,1.0,5330.490405117271
Marathahalli,3800.0,4.0,250.0,4.0,6578.9473684210525
Kambipura,883.0,2.0,29.0,2.0,3284.2582106455266
GM Palaya,1820.0,2.0,86.0,3.0,4725.274725274725
Singasandra,1440.0,2.0,65.0,3.0,4513.888888888889
other,3600.0,4.0,160.0,6.0,4444.444444444444
Malleshwaram,2500.0,5.0,325.0,4.0,13000.0
Mahadevpura,1225.0,2.0,48.0,2.0,3918.3673469387754
other,4000.0,3.0,660.0,3.0,16500.0
Chikkalasandra,875.0,2.0,52.8,2.0,6034.285714285715
Jalahalli East,750.0,1.0,40.0,1.0,5333.333333333333
6th Phase JP Nagar,1180.0,2.0,80.0,2.0,6779.661016949152
Haralur Road,1194.0,2.0,47.0,2.0,3936.348408710218
Hennur Road,1500.0,2.0,62.0,3.0,4133.333333333333
other,1160.0,2.0,52.2,2.0,4500.0
,,,,,
Hosakerehalli,2378.0,3.0,262.0,3.0,11017.661900756939
Sarjapur,1128.0,2.0,60.0,2.0,5319.148936170212
Hebbal,1500.0,3.0,150.0,3.0,10000.0
other,1220.0,2.0,35.23,3.0,2887.7049180327863
Sarjapur  Road,1210.0,2.0,58.0,2.0,4793.388429752066
Kanakpura Road,1100.0,2.0,58.0,3.0,5272.727272727273
Bommasandra,1200.0,3.0,46.0,3.0,3833.3333333333335
Haralur Road,3385.0,5.0,260.0,4.0,7680.945347119646
other,1641.0,3.0,66.0,3.0,4021.9378427787933
Horamavu Agara,1200.0,2.0,45.0,2.0,3750.0
Raja Rajeshwari Nagar,1260.0,2.0,67.39,2.0,5348.412698412699
Mahadevpura,1720.0,3.0,78.0,3.0,4534.883720930233
,,,,,
Yelahanka,1210.0,2.0,45.98,2.0,3800.0
Indira Nagar,2200.0,4.0,200.0,4.0,9090.90909090909
Bisuvanahalli,1075.0,2.0,45.0,3.0,4186.046511627907
Thanisandra,1702.0,3.0,130.0,3.0,7638.07285546416
other,1630.0,2.0,200.0,2.0,12269.938650306749
Raja Rajeshwari Nagar,1141.0,2.0,38.55,2.0,3378.6152497808935
other,2072.0,3.0,108.0,3.0,5212.355212355213
,,,,,
other,1200.0,2.0,70.0,3.0,5833.333333333333
other,1350.0,3.0,77.0,3.0,5703.7037037037035
,,,,,
other,1180.0,2.0,78.34,3.0,6638.983050847458
,,,,,
other,1355.0,2.0,115.0,2.0,8487.084870848708
other,600.0,1.0,50.0,1.0,8333.333333333334
Hormavu,1200.0,7.0,150.0,7.0,12500.0
Bannerghatta Road,1640.0,2.0,120.0,3.0,7317.073170731707
other,1200.0,5.0,100.0,5.0,8333.333333333334
Kodichikkanahalli,1190.0,2.0,57.0,3.0,4789.915966386555
OMBR Layout,2400.0,4.0,375.0,4.0,15625.0
Marathahalli,1019.0,2.0,49.85,2.0,4892.051030421982
other,1875.0,3.0,165.0,3.0,8800.0
Akshaya Nagar,1250.0,3.0,40.0,3.0,3200.0
Brookefield,1200.0,3.0,140.0,3.0,11666.666666666666
Whitefield,1140.0,2.0,56.0,2.0,4912.2807017543855
Lingadheeranahalli,1683.0,3.0,109.0,3.0,6476.5300059417705
Kaggadasapura,1515.0,3.0,83.3,3.0,5498.349834983498
Hoodi,2118.0,4.0,111.0,4.0,5240.793201133144
Bannerghatta Road,1380.0,3.0,58.0,4.0,4202.898550724638
Varthur Road,1083.0,2.0,61.75,2.0,5701.754385964912
other,600.0,2.0,55.0,2.0,9166.666666666666
other,2300.0,3.0,120.0,3.0,5217.391304347826
other,1240.0,2.0,60.0,2.0,4838.709677419355
other,1750.0,3.0,120.0,3.0,6857.142857142857
other,1230.0,2.0,43.48,2.0,3534.959349593496
Anjanapura,1500.0,3.0,139.0,3.0,9266.666666666666
Abbigere,985.0,2.0,40.39,2.0,4100.507614213198
Tindlu,1500.0,2.0,87.0,3.0,5800.0
Electronic City,1125.0,2.0,32.49,2.0,2888.0
other,950.0,2.0,44.0,2.0,4631.578947368421
,,,,,
Kothanur,1580.0,3.0,76.0,3.0,4810.126582278481
other,1092.0,2.0,98.5,3.0,9020.14652014652
Electronic City Phase II,1090.0,2.0,28.34,2.0,2600.0
Hennur Road,2264.0,3.0,159.0,3.0,7022.968197879859
,,,,,
Kammasandra,810.0,2.0,24.5,2.0,3024.6913580246915
other,1045.0,2.0,45.0,2.0,4306.2200956937795
Hebbal,1337.0,2.0,82.0,2.0,6133.1338818249815
Chandapura,1200.0,2.0,32.0,2.0,2666.6666666666665
Koramangala,1580.0,3.0,160.0,3.0,10126.582278481013
Begur Road,1500.0,2.0,54.0,3.0,3600.0
Whitefield,1640.0,4.0,91.0,3.0,5548.780487804878
other,1570.0,3.0,62.0,3.0,3949.044585987261
Gubbalala,1470.0,2.0,82.0,3.0,5578.231292517007
Kengeri,1160.0,2.0,40.61,2.0,3500.862068965517
7th Phase JP Nagar,1050.0,2.0,71.0,2.0,6761.9047619047615
Dairy Circle,1855.0,3.0,225.0,3.0,12129.380053908355
Bannerghatta Road,1460.0,2.0,90.0,3.0,6164.3835616438355
Hulimavu,1823.0,3.0,100.0,3.0,5485.463521667581
Electronic City,1094.0,2.0,42.0,2.0,3839.1224862888484
Budigere,1153.0,2.0,57.0,2.0,4943.625325238509
other,1325.0,3.0,57.0,3.0,4301.88679245283
Parappana Agrahara,1200.0,3.0,85.0,4.0,7083.333333333333
Jakkur,1590.0,2.0,125.0,3.0,7861.635220125786
other,1210.0,4.0,160.0,5.0,13223.140495867769
Raja Rajeshwari Nagar,1200.0,4.0,220.0,4.0,18333.333333333332
other,1202.0,2.0,48.0,2.0,3993.3444259567386
Haralur Road,1202.0,2.0,53.0,2.0,4409.317803660566
other,1200.0,2.0,62.5,2.0,5208.333333333333
Panathur,1688.0,3.0,118.0,3.0,6990.521327014218
Kaval Byrasandra,1020.0,2.0,52.0,2.0,5098.0392156862745
Sarjapur,1185.0,2.0,47.0,2.0,3966.2447257383965
Ramagondanahalli,1235.0,2.0,52.04,2.0,4213.765182186235
Hosakerehalli,3205.0,5.0,500.0,4.0,15600.624024960998
Banashankari,1077.0,2.0,37.64,2.0,3494.8932219127205
Kengeri Satellite Town,1415.0,2.0,66.0,3.0,4664.310954063604
EPIP Zone,2330.0,3.0,162.0,3.0,6952.789699570815
Whitefield,805.0,2.0,35.0,2.0,4347.826086956522
other,425.0,1.0,20.03,1.0,4712.941176470588
Whitefield,1155.0,2.0,59.95,2.0,5190.476190476191
Cunningham Road,5270.0,4.0,1250.0,4.0,23719.165085388995
Anekal,656.0,2.0,22.0,2.0,3353.6585365853657
other,1100.0,2.0,48.0,2.0,4363.636363636364
Mahadevpura,1150.0,2.0,52.0,2.0,4521.739130434783
other,600.0,1.0,60.0,1.0,10000.0
other,1468.0,2.0,140.0,2.0,9536.784741144415
other,4300.0,5.0,550.0,4.0,12790.697674418605
Whitefield,2280.0,4.0,126.0,3.0,5526.315789473684
Hegde Nagar,1341.0,2.0,97.0,2.0,7233.407904548844
Jakkur,1279.0,2.0,77.0,2.0,6020.3283815480845
Electronic City Phase II,2225.0,4.0,98.88,4.0,4444.044943820225
Thanisandra,1185.0,2.0,43.51,2.0,3671.7299578059074
other,1750.0,3.0,85.0,3.0,4857.142857142857
Kudlu,1152.0,2.0,53.5,2.0,4644.097222222223
other,1000.0,4.0,160.0,5.0,16000.0
Hulimavu,1300.0,2.0,36.0,2.0,2769.230769230769
5th Phase JP Nagar,1070.0,2.0,39.0,2.0,3644.8598130841124
Uttarahalli,1101.0,2.0,45.0,2.0,4087.193460490463
other,775.0,2.0,55.0,2.0,7096.774193548387
Yeshwanthpur,667.0,1.0,36.85,1.0,5524.737631184408
Old Airport Road,1875.0,2.0,110.0,3.0,5866.666666666667
Kundalahalli,735.0,2.0,57.99,2.0,7889.7959183673465
,,,,,
Koramangala,1750.0,3.0,130.0,3.0,7428.571428571428
Marathahalli,1215.0,2.0,67.0,2.0,5514.40329218107
,,,,,
Vishwapriya Layout,820.0,2.0,30.0,2.0,3658.5365853658536
,,,,,
Battarahalli,1779.0,3.0,89.61,3.0,5037.099494097808
other,1105.0,2.0,58.0,2.0,5248.868778280543
,,,,,
Whitefield,1650.0,3.0,60.0,3.0,3636.3636363636365
Jalahalli,1694.0,2.0,150.0,2.0,8854.78158205431
Hosakerehalli,2376.0,3.0,203.0,3.0,8543.771043771043
Cox Town,1975.0,3.0,150.0,3.0,7594.93670886076
Kammasandra,674.0,2.0,33.0,2.0,4896.142433234421
Kaggadasapura,1185.0,2.0,41.0,2.0,3459.915611814346
Thanisandra,445.0,1.0,28.0,1.0,6292.134831460674
other,900.0,7.0,76.0,6.0,8444.444444444445
HSR Layout,1475.0,3.0,75.0,3.0,5084.745762711865
Gottigere,1618.0,3.0,82.5,3.0,5098.887515451174
Koramangala,1120.0,2.0,65.0,2.0,5803.571428571428
Marathahalli,2181.0,3.0,152.0,4.0,6969.280146721688
Vidyaranyapura,1200.0,4.0,90.0,4.0,7500.0
other,600.0,4.0,65.0,6.0,10833.333333333334
Bannerghatta Road,1556.0,2.0,59.13,3.0,3800.1285347043704
Bannerghatta Road,1179.0,2.0,66.02,2.0,5599.660729431722
Thanisandra,1296.0,2.0,83.0,2.0,6404.320987654321
Kaggadasapura,1275.0,2.0,52.0,2.0,4078.4313725490197
other,1875.0,2.0,300.0,7.0,16000.0
Kathriguppe,1400.0,2.0,77.0,3.0,5500.0
Gottigere,1222.0,2.0,63.0,2.0,5155.482815057283
Electronic City,940.0,2.0,41.0,2.0,4361.702127659574
Thanisandra,1185.0,2.0,42.6,2.0,3594.9367088607596
Tumkur Road,1779.0,3.0,112.0,3.0,6295.6717256885895
Begur Road,1615.0,3.0,59.76,3.0,3700.30959752322
,,,,,
Haralur Road,1056.0,2.0,61.0,2.0,5776.515151515152
7th Phase JP Nagar,1100.0,2.0,46.0,2.0,4181.818181818182
Arekere,920.0,2.0,40.0,2.0,4347.826086956522
other,1602.0,2.0,75.0,3.0,4681.647940074907
Padmanabhanagar,1176.0,2.0,62.0,2.0,5272.108843537415
HBR Layout,675.0,3.0,59.0,4.0,8740.74074074074
other,1352.0,3.0,135.0,3.0,9985.207100591717
Kasavanhalli,1717.0,3.0,99.0,3.0,5765.87070471753
,,,,,
Bhoganhalli,2119.0,4.0,111.0,4.0,5238.319962246343
Vittasandra,1246.0,2.0,67.3,2.0,5401.284109149277
Anandapura,1141.0,2.0,42.79,2.0,3750.219106047327
Hennur Road,1157.0,2.0,84.0,2.0,7260.155574762316
Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049
Yelahanka New Town,650.0,1.0,33.0,1.0,5076.923076923077
Hebbal,1349.0,2.0,98.0,2.0,7264.6404744255005
Narayanapura,1566.0,3.0,83.3,3.0,5319.284802043423
Sahakara Nagar,2830.0,3.0,195.0,4.0,6890.459363957597
Electronic City,1320.0,2.0,38.13,3.0,2888.636363636364
other,1780.0,3.0,84.83,3.0,4765.730337078651
Varthur,1091.0,2.0,34.9,2.0,3198.9000916590285
Rachenahalli,3670.0,4.0,300.0,4.0,8174.386920980926
7th Phase JP Nagar,918.0,2.0,50.49,2.0,5500.0
Panathur,1695.0,3.0,90.0,3.0,5309.734513274337
Yelahanka,1705.0,3.0,95.0,3.0,5571.847507331378
Kalyan nagar,1375.0,3.0,75.0,3.0,5454.545454545455
Kanakpura Road,525.0,1.0,30.0,1.0,5714.285714285715
Whitefield,1447.0,2.0,83.0,2.0,5736.005528680028
7th Phase JP Nagar,1450.0,2.0,100.0,3.0,6896.551724137931
other,460.0,1.0,15.0,2.0,3260.8695652173915
Vasanthapura,1022.0,2.0,40.0,2.0,3913.894324853229
Hebbal,1000.0,2.0,45.0,2.0,4500.0
Electronic City,1128.0,2.0,68.75,2.0,6094.858156028369
Kanakpura Road,1180.0,2.0,57.0,2.0,4830.5084745762715
TC Palaya,1000.0,6.0,69.0,6.0,6900.0
Nagarbhavi,1200.0,2.0,150.0,2.0,12500.0
Sadashiva Nagar,3761.0,3.0,660.0,3.0,17548.524328636002
Kanakpura Road,1339.0,2.0,75.0,2.0,5601.194921583271
Yelachenahalli,1400.0,2.0,55.0,3.0,3928.5714285714284
7th Phase JP Nagar,1040.0,2.0,39.52,2.0,3800.0000000000005
Kadugodi,1198.0,2.0,58.0,2.0,4841.402337228715
other,1200.0,3.0,95.0,4.0,7916.666666666667
Sarjapur  Road,1691.0,3.0,113.0,3.0,6682.436428149024
Bisuvanahalli,1075.0,3.0,36.0,3.0,3348.8372093023254
1st Block Jayanagar,1630.0,3.0,194.0,3.0,11901.840490797545
8th Phase JP Nagar,1240.0,3.0,43.5,3.0,3508.064516129032
,,,,,
Mallasandra,1665.0,3.0,86.58,3.0,5200.0
Marathahalli,2489.0,3.0,94.0,3.0,3776.6171153073524
Brookefield,1142.0,2.0,70.0,2.0,6129.5971978984235
other,1976.0,3.0,184.0,3.0,9311.74089068826
other,5500.0,4.0,600.0,4.0,10909.09090909091
Kothannur,1853.0,3.0,82.0,3.0,4425.256341068538
,,,,,
Kasturi Nagar,1567.0,2.0,92.0,2.0,5871.091257179323
,,,,,
Raja Rajeshwari Nagar,1200.0,4.0,125.0,6.0,10416.666666666666
other,2400.0,4.0,640.0,4.0,26666.666666666668
Electronics City Phase 1,1175.0,2.0,51.47,2.0,4380.425531914893
Subramanyapura,1200.0,2.0,52.0,2.0,4333.333333333333
Kodichikkanahalli,995.0,2.0,41.0,2.0,4120.603015075377
Magadi Road,884.0,2.0,41.1,2.0,4649.321266968326
other,900.0,3.0,80.0,5.0,8888.888888888889
Yeshwanthpur,1170.0,2.0,57.0,2.0,4871.794871794872
KR Puram,1225.0,2.0,46.55,2.0,3800.0
Electronic City,1342.0,2.0,73.3,2.0,5461.997019374068
Uttarahalli,1345.0,2.0,67.0,2.0,4981.412639405205
Kodigehaali,1320.0,3.0,65.0,3.0,4924.242424242424
,,,,,
Raja Rajeshwari Nagar,1140.0,2.0,49.39,2.0,4332.456140350877
Battarahalli,1300.0,2.0,50.0,2.0,3846.153846153846
Hosa Road,1652.0,3.0,85.0,3.0,5145.2784503631965
Thigalarapalya,2072.0,4.0,142.0,3.0,6853.281853281854
Arekere,1740.0,2.0,95.0,3.0,5459.770114942528
Electronic City,1360.0,2.0,71.0,3.0,5220.588235294118
Hosur Road,1145.0,2.0,60.0,3.0,5240.174672489083
Uttarahalli,1540.0,2.0,40.0,3.0,2597.4025974025976
Sarjapur  Road,1278.0,2.0,95.0,2.0,7433.489827856025
Electronic City Phase II,630.0,1.0,40.0,1.0,6349.206349206349
Kanakpura Road,1100.0,3.0,58.0,3.0,5272.727272727273
other,1200.0,3.0,95.0,3.0,7916.666666666667
other,2500.0,6.0,115.0,7.0,4600.0
,,,,,
Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
Hosur Road,3300.0,5.0,240.0,5.0,7272.727272727273
Basaveshwara Nagar,4500.0,5.0,415.0,5.0,9222.222222222223
Gunjur,1356.0,2.0,66.0,3.0,4867.256637168141
other,823.0,2.0,28.0,2.0,3402.187120291616
TC Palaya,1200.0,2.0,66.0,3.0,5500.0
Ramamurthy Nagar,1050.0,2.0,37.0,2.0,3523.809523809524
other,1180.0,2.0,69.0,2.0,5847.457627118644
Whitefield,1116.0,2.0,51.91,2.0,4651.433691756272
7th Phase JP Nagar,1070.0,2.0,42.79,2.0,3999.0654205607475
Varthur,1385.0,2.0,80.0,2.0,5776.173285198556
Varthur,1000.0,1.0,70.0,1.0,7000.0
Magadi Road,1005.0,2.0,55.78,2.0,5550.248756218905
Green Glen Layout,1575.0,3.0,125.0,3.0,7936.507936507936
Subramanyapura,975.0,2.0,65.0,2.0,6666.666666666667
Hennur Road,1904.0,3.0,120.0,3.0,6302.5210084033615
Kengeri Satellite Town,930.0,1.0,30.0,1.0,3225.8064516129034
Kanakpura Road,525.0,1.0,26.0,1.0,4952.380952380952
,,,,,
Electronic City Phase II,2400.0,3.0,150.0,2.0,6250.0
other,1410.0,1.0,233.0,2.0,16524.822695035462
Sarjapur  Road,2238.0,3.0,140.0,3.0,6255.585344057194
Harlur,1174.0,2.0,69.0,2.0,5877.342419080068
Thubarahalli,3800.0,4.0,239.0,4.0,6289.473684210527
Whitefield,2225.0,2.0,125.0,3.0,5617.9775280898875
other,1250.0,2.0,200.0,2.0,16000.0
Jigani,918.0,2.0,52.0,2.0,5664.488017429194
Mahadevpura,1250.0,2.0,52.0,2.0,4160.0
Sarjapur  Road,1800.0,3.0,110.0,3.0,6111.111111111111
Marathahalli,1170.0,2.0,53.0,2.0,4529.91452991453
other,1300.0,1.0,200.0,1.0,15384.615384615385
Bannerghatta Road,793.0,2.0,45.0,2.0,5674.653215636822
Jakkur,1710.0,3.0,107.0,3.0,6257.309941520468
Kambipura,1082.0,2.0,57.5,3.0,5314.232902033272
Naganathapura,1001.0,2.0,33.03,2.0,3299.7002997002996
other,1500.0,4.0,180.0,4.0,12000.0
Yelahanka,1590.0,2.0,54.0,3.0,3396.2264150943397
other,2400.0,2.0,80.0,3.0,3333.3333333333335
Horamavu Banaswadi,1554.0,3.0,55.0,3.0,3539.253539253539
,,,,,
Bellandur,4239.0,5.0,423.0,5.0,9978.768577494691
Konanakunte,884.0,1.0,58.0,2.0,6561.085972850678
Hosa Road,1045.0,2.0,98.89,2.0,9463.157894736842
Marathahalli,1019.0,2.0,49.86,2.0,4893.032384690873
Ambedkar Nagar,1935.0,4.0,130.0,3.0,6718.3462532299745
Uttarahalli,1135.0,2.0,39.73,3.0,3500.440528634361
Lakshminarayana Pura,1680.0,3.0,150.0,3.0,8928.57142857143
1st Phase JP Nagar,2825.0,4.0,250.0,4.0,8849.557522123894
Hosakerehalli,2480.0,3.0,330.0,3.0,13306.451612903225
5th Phase JP Nagar,1260.0,11.0,290.0,9.0,23015.873015873014
Ramamurthy Nagar,1800.0,4.0,187.0,5.0,10388.888888888889
Kasavanhalli,1799.0,3.0,90.0,3.0,5002.77932184547
,,,,,
Attibele,400.0,1.0,11.0,1.0,2750.0
Kundalahalli,1047.0,2.0,82.0,2.0,7831.900668576886
other,1282.0,2.0,87.0,2.0,6786.271450858035
NGR Layout,1020.0,2.0,45.9,2.0,4500.0
